contig,row_id,gc_content,length,predict_score,label,func_0,func_1,func_2,func_3,func_4,func_5,func_6,func_7,func_8
PC383055,3992,0.44916911045943303,2046,0.863796184839042,1,0.0,0.0,0.0,0.0,0.0,237.7,0.0,0.0,0.0
PC383099,3993,0.3883495145631068,1442,0.023261186246981,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC383206,3994,0.40418118466898956,1148,0.0004443340294528,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3
PC383226,3995,0.36904761904761907,3444,0.7828602309011,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.1
PC383237,3996,0.469224620303757,3753,0.0577435442306053,0,0.0,0.0,8.6,106.5,0.0,34.0,0.0,0.0,0.0
PC383293,3997,0.6552301255230125,1195,0.326728254556656,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC383301,3998,0.5134575569358178,1932,0.693975879909089,1,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
PC383402,3999,0.3710247349823322,3113,0.170171416977614,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC383447,4000,0.7443938012762078,5485,0.0004437066856148,0,0.0,0.0,0.0,0.0,56.7,8.8,0.0,0.0,47.0
PC383452,4001,0.39542352468888,2491,0.366867366414001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC383472,4002,0.6357904946653734,2062,0.0072228748018913,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC383544,4003,0.7406405990016639,4808,0.0075021390787116,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC383785,4004,0.33417561591914086,1583,0.124437690647207,0,0.0,0.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0
PC383877,4005,0.5943089430894309,2460,0.0068992058428504,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC383983,4006,0.4535891089108911,1616,0.335587245550486,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC384045,4007,0.33149693058397606,6353,0.310588414270203,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,153.3
PC384076,4008,0.2673716012084592,1324,0.457573984504827,0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,0.0,0.0
PC384202,4009,0.726514730405781,3598,0.0050469444789326,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC384307,4010,0.7396883593033914,1091,4.59700544297448e-07,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC384378,4011,0.4413250982594048,1781,0.0154033144944463,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC384481,4012,0.42900302114803623,1324,0.214147153037553,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC384674,4013,0.5780196993260757,1929,0.0027740421186985,0,0.0,0.0,0.0,0.0,0.0,85.4,0.0,0.0,0.0
PC384759,4014,0.2786540483701367,1902,0.0732811897617033,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC384774,4015,0.4058444875855727,9787,0.0085828128284174,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1
PC384790,4016,0.5401614142966948,5204,0.264769203504182,0,0.0,0.0,0.0,0.0,0.0,0.0,132.5,0.0,127.19999999999999
PC384893,4017,0.3882840850181441,1929,0.0504100328806678,0,0.0,0.0,0.0,0.0,0.0,9.2,0.0,0.0,0.0
PC385039,4018,0.5816599732262383,1494,0.0044321095828999,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.5,0.0
PC385201,4019,0.40631296171927467,1489,0.138392724464551,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC385248,4020,0.4544902912621359,1648,0.0350150295614617,0,0.0,0.0,9.1,0.0,0.0,0.0,0.0,0.0,13.7
PC385261,4021,0.4490889603429796,2799,0.0010103031237772,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4
PC385308,4022,0.7086693548387096,2976,0.126970901484451,0,0.0,0.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0
PC385369,4023,0.38120567375886527,1128,0.0020937647204846,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC385419,4024,0.4219858156028369,4512,0.114859521551865,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC385444,4025,0.40035746201966044,1119,0.0068111787550151,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC385528,4026,0.5864077669902913,1545,0.0583380634344897,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC385544,4027,0.3206865401987353,1107,0.286561489105225,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,0.0
PC385622,4028,0.5425730267246737,1609,0.484747777339315,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC385964,4029,0.39659367396593675,1233,0.0040934138816334,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC386040,4030,0.42993809791783905,5331,0.0536688774631274,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635.1
PC386099,4031,0.390633608815427,1815,0.0128180749160199,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC386148,4032,0.6306549628629304,1481,0.054226043003383,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC386152,4033,0.6179427687548337,1293,0.0079032122449227,0,0.0,0.0,0.0,0.0,0.0,13.3,0.0,0.0,0.0
PC386299,4034,0.5721343873517787,1012,0.0002759509370662,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC386381,4035,0.7362110311750599,1251,0.0012201277595282,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC386836,4036,0.31833575229801647,2067,0.0285962954790741,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,0.0
PC387010,4037,0.41916167664670656,1169,0.0608450919389725,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC387061,4038,0.39550657058075456,2359,0.103248900916678,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC387211,4039,0.404553415061296,1142,0.226661711931229,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC387304,4040,0.6592649310872895,1306,0.0169367323904819,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC387334,4041,0.28779960353216794,5549,0.135511589033644,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC387360,4042,0.4085714285714286,1050,0.450817197561264,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC387447,4043,0.31627155172413796,1856,0.115527994159994,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,25.6
PC387474,4044,0.6045565500406835,1229,0.0094430425937118,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC387477,4045,0.6196252864267422,7419,0.0306875711584482,0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,80.3,37.4
PC387537,4046,0.6828451882845188,1195,2.40774966187018e-07,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC387576,4047,0.4602929838087895,1297,0.0922829080473577,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,0.0
PC387721,4048,0.3771165543317442,6083,0.0091236094748514,0,0.0,0.0,0.0,0.0,0.0,723.7,0.0,0.0,0.0
PC387724,4049,0.6778425655976676,1372,0.146018063763575,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.6,0.0
PC387735,4050,0.4481220657276995,4260,0.333036921393704,0,0.0,0.0,0.0,328.6,0.0,0.0,0.0,0.0,0.0
PC387780,4051,0.4263764404609475,1562,0.201730132312841,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
PC387822,4052,0.5386040765904879,1619,0.0008503577828052,0,0.0,0.0,0.0,0.0,0.0,73.4,0.0,52.7,0.0
PC388061,4053,0.39412640987444136,4699,0.0819768226279569,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.5
PC388094,4054,0.5692019950124688,1604,0.917507507408646,1,0.0,0.0,0.0,0.0,0.0,15.4,0.0,0.0,0.0
PC388110,4055,0.31160572337042924,1258,0.0345588080845596,0,0.0,0.0,0.0,0.0,0.0,0.0,54.7,0.0,0.0
PC388119,4056,0.4340403517847905,1933,0.0085587307215276,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC388155,4057,0.3973256924546323,1047,0.783808588981628,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0
PC388190,4058,0.47692307692307695,1040,0.0221136454492807,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC388218,4059,0.3256743256743257,1001,0.0079863555729389,0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,0.0
PC388317,4060,0.3765896348967592,7313,0.144104899803672,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC388318,4061,0.28940986257073564,1237,0.0159825789971802,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8
PC388446,4062,0.7344423906346272,3246,0.0003510608768311,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.099999999999994
PC388640,4063,0.46754348748408997,2357,0.130475733181051,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.8
PC388748,4064,0.575546527374734,5169,0.193653523810619,0,0.0,0.0,24.2,0.0,0.0,15.9,0.0,0.0,0.0
PC388823,4065,0.4440944881889764,1270,0.058817589846183,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC389066,4066,0.45168156662409537,2349,1.48764647677464e-05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC389638,4067,0.46086292478045054,2619,0.0140290272433869,0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,0.0,0.0
PC389725,4068,0.3896551724137931,1450,0.164791466347102,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.7
PC389848,4069,0.6027892561983471,1936,0.655622895098915,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC389886,4070,0.4875,2240,0.0151871817319521,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC389987,4071,0.3862111043319097,3278,0.113778504925423,0,0.0,0.0,0.0,0.0,0.0,15.5,0.0,0.0,0.0
PC389996,4072,0.4065359477124183,2295,0.113749594786783,0,0.0,0.0,0.0,0.0,0.0,12.6,0.0,0.0,0.0
PC390020,4073,0.43901569186875894,5608,0.0483450663188456,0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0
PC390063,4074,0.32432432432432434,1961,0.299876750917504,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.7
PC390111,4075,0.4801498127340824,1335,0.800306004084898,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC390210,4076,0.4076086956521739,1104,0.887033104896545,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC390315,4077,0.3983606557377049,3660,0.0090973734589423,0,0.0,0.0,0.0,0.0,0.0,246.6,0.0,570.1,0.0
PC390341,4078,0.4113193261404505,5283,0.115068891722812,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC390355,4079,0.32254368375823544,3491,0.172725491838242,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.6,248.6
PC390385,4080,0.3835719668425019,1327,0.124909264617336,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC390424,4081,0.4017790956263899,1349,0.225711675287618,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC390442,4082,0.3594548551959114,1174,0.825358927249908,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC390542,4083,0.38447571493418065,2203,0.172287907304274,0,0.0,0.0,21.1,0.0,23.2,0.0,0.0,0.0,0.0
PC390593,4084,0.4370629370629371,1716,0.0291701737348433,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC390845,4085,0.39609120521172636,3070,0.416149942707938,1,0.0,0.0,0.0,0.0,0.0,157.8,0.0,0.0,0.0
PC391314,4086,0.40587806655331554,4117,0.0625915146209544,0,0.0,0.0,0.0,273.5,0.0,0.0,0.0,14.6,20.1
PC391385,4087,0.3901162790697674,5160,0.128373175296326,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC391387,4088,0.7409948542024014,1166,0.0002236286818515,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC391485,4089,0.5192118226600986,1015,0.133550941944122,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC391684,4090,0.39865771812080536,3725,0.0465791981242247,0,0.0,0.0,33.5,0.0,0.0,0.0,0.0,0.0,0.0
PC391805,4091,0.33167220376522705,3612,0.0583209869176447,0,0.0,0.0,0.0,0.0,0.0,13.4,0.0,0.0,111.3
PC391886,4092,0.5783251231527093,1015,0.367099225521088,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC391918,4093,0.48515610036391493,5221,0.265473666093035,0,0.0,0.0,0.0,0.0,0.0,0.0,630.3,0.0,22.1
PC392096,4094,0.5440379403794038,1476,0.187633916493354,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC392150,4095,0.4329268292682927,1640,0.0001016313843847,0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7
PC392166,4096,0.5920801526717557,4192,0.0600785425439017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0,0.0
PC392283,4097,0.6572769953051644,1278,0.004982146543796,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC392288,4098,0.4088586030664395,1761,0.356802749877488,0,0.0,0.0,0.0,209.8,0.0,0.0,0.0,40.5,0.0
PC392415,4099,0.37131367292225204,1492,0.106494767576376,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7
PC392485,4100,0.37539220080681307,4462,0.173574091114374,0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,0.0,0.0
PC392511,4101,0.39591124407878336,4011,0.840383228207134,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC392525,4102,0.4631268436578171,1356,0.119558530571186,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.6
PC392660,4103,0.6727162734422263,1653,0.1870491039684,0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,0.0,0.0
PC392667,4104,0.3763713080168776,1185,0.13457790017128,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC392675,4105,0.5111411208642809,1481,0.0274673536681469,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC392710,4106,0.43769799366420276,1894,0.0310613385263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.4
PC392948,4107,0.3024054982817869,2037,0.109206599172408,0,0.0,0.0,404.6,0.0,0.0,0.0,0.0,0.0,48.4
PC392952,4108,0.3882063882063882,2035,0.464722232334773,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC393131,4109,0.46676661669165415,2001,0.289124825771066,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC393182,4110,0.5740318906605922,1317,0.0272787564894468,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.5
PC393482,4111,0.5468607825295724,1099,0.0055979965254664,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC393587,4112,0.46027846027846026,1221,0.983300136626499,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC393654,4113,0.5314379442318207,1829,0.525409524735856,0,0.0,0.0,11.1,0.0,0.0,0.0,0.0,83.8,0.0
PC393748,4114,0.42377622377622376,1430,0.130615982559177,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC394035,4115,0.3564638783269962,1052,0.0311653465032578,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC394036,4116,0.7154281906031323,6002,0.0177523298629238,0,0.0,0.0,0.0,0.0,14.9,155.0,0.0,0.0,0.0
PC394140,4117,0.3391130376792264,2999,0.485074547448926,0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,12.1,0.0
PC394230,4118,0.33854421104054716,2047,0.0128299143178089,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC394300,4119,0.41141732283464566,1016,0.0375852882862091,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC394435,4120,0.4358662613981763,1645,0.397261936976192,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC394485,4121,0.6101083032490975,5263,0.204563261308633,1,0.0,0.0,0.0,36.4,0.0,101.6,23.4,0.0,0.0
PC394493,4122,0.43905635648754915,1526,0.589433962833209,0,0.0,0.0,0.0,51.4,0.0,0.0,0.0,0.0,0.0
PC394548,4123,0.37216086684725985,4799,0.0393763372663328,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC394554,4124,0.35602094240837695,3056,0.253348990377643,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.8
PC394658,4125,0.4559925093632959,1068,0.124545104801655,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC394788,4126,0.4331450094161959,1062,0.0019312486983835,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC394800,4127,0.5804195804195804,1573,0.963408364813114,1,0.0,0.0,0.0,0.0,0.0,14.0,12.4,0.0,0.0
PC394923,4128,0.6177215189873417,3555,0.147226687945143,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC394945,4129,0.5859255481896991,1961,0.004687547883658,0,0.0,0.0,0.0,0.0,0.0,0.0,44.5,0.0,0.0
PC395100,4130,0.6277658815132049,2802,0.0072759021257052,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9
PC395151,4131,0.5582084027392189,5403,0.478382128599549,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC395421,4132,0.41034103410341033,2727,0.0651973212676736,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC395476,4133,0.5152578042792003,2851,0.155809208904911,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC395597,4134,0.6357012750455373,1098,0.145026177167892,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC395674,4135,0.5090348171000441,2269,0.589802771635968,1,0.0,0.0,0.0,0.0,0.0,76.2,0.0,0.0,0.0
PC395677,4136,0.7151363810987322,5206,0.0002596565144684,0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,146.3,14.8
PC395728,4137,0.5924818453652285,2341,0.0461357514581228,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC395973,4138,0.40016038492381717,1247,0.0306497401802082,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC396118,4139,0.44947735191637633,1148,0.0494851842522621,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7
PC396192,4140,0.3466666666666667,2475,0.0112528703881033,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC396196,4141,0.4799054373522459,1269,0.0364115040300163,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC396230,4142,0.3773462783171521,3090,0.0468220442253192,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC396255,4143,0.6,3290,0.543928674107989,1,0.0,0.0,0.0,0.0,0.0,59.3,0.0,0.0,0.0
PC396478,4144,0.42403100775193797,1290,0.0505343656553779,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC396568,4145,0.4364415862808146,4665,0.0967798563636768,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.4,32.0
PC396577,4146,0.3962059620596206,1845,0.0587123202962604,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC396748,4147,0.6286513362336855,3218,0.0203238895025181,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC396953,4148,0.6021405304792927,2149,0.0065144330702525,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC397027,4149,0.625,1104,0.0012741917744278,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC397081,4150,0.625874787213921,5287,0.435807623940107,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC397141,4151,0.5833771699105734,1901,0.000356594787428,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.6,0.0
PC397186,4152,0.3735431235431235,1716,0.141119620665074,0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,19.3,0.0
PC397222,4153,0.32567049808429116,2349,0.930274765534114,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC397252,4154,0.3838245373543523,5836,0.0165969493924662,0,0.0,0.0,0.0,0.0,0.0,239.1,0.0,92.7,89.4
PC397284,4155,0.42866688940862013,2993,0.222909817638263,0,0.0,0.0,0.0,88.2,0.0,0.0,35.6,0.0,34.2
PC397343,4156,0.6507936507936508,1197,0.0002270241675432,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC397472,4157,0.40270848182466146,1403,0.0218761789221489,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC397495,4158,0.4882777276825969,2218,0.0311634328176005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC397511,4159,0.29772727272727273,2640,0.0376672433181243,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC397611,4160,0.5237605430981279,4861,0.171075033803728,1,0.0,0.0,0.0,53.1,0.0,217.1,0.0,0.0,0.0
PC397735,4161,0.5019633507853403,1528,0.952573944760867,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC397745,4162,0.3622872108249673,2291,0.763279855225296,0,0.0,29.7,0.0,0.0,0.0,0.0,11.8,0.0,0.0
PC397770,4163,0.5727827763496144,6224,0.0417694468757468,0,33.3,0.0,0.0,0.0,0.0,167.9,0.0,0.0,0.0
PC397789,4164,0.32574257425742575,1010,0.015818914398551,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC397799,4165,0.4197845804988662,3528,0.0083019121575365,0,0.0,0.0,0.0,83.5,0.0,0.0,0.0,0.0,0.0
PC398187,4166,0.48581932773109243,1904,0.0016811446509541,0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,27.6
PC398233,4167,0.4641722555594776,2833,0.0535370532335813,0,0.0,0.0,0.0,0.0,0.0,0.0,46.5,0.0,485.3
PC398265,4168,0.3546218487394958,1190,0.0766663998365402,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC398425,4169,0.36101083032490977,2770,0.443233157323155,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC398518,4170,0.4840305892937472,2223,0.0044479404718146,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC398783,4171,0.7432778489116517,1562,0.0002925134444834,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.7,0.0
PC399180,4172,0.5186206896551724,1450,0.0147410388233076,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8
PC399200,4173,0.4152960526315789,1216,0.002837744087736,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC399201,4174,0.4021576763485477,6025,0.0725733181191183,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC399208,4175,0.628022759601707,1406,0.861175557929667,0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0
PC399353,4176,0.5097744360902255,1330,0.628467638017539,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC399361,4177,0.5113052415210688,9730,0.0878958744028026,0,0.0,0.0,0.0,0.0,0.0,113.2,38.5,0.0,0.0
PC399589,4178,0.3182857142857143,1750,0.763799354008266,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.79999999999998
PC399758,4179,0.6140350877192983,1197,0.280565112829208,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.6
PC399893,4180,0.3577941815023882,2303,0.256776483536181,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC400024,4181,0.4410436527847466,1993,0.208230616673416,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,973.3,0.0
PC400239,4182,0.36805251641137854,2285,0.0199105793068132,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC400293,4183,0.35793044953350295,1179,0.0139171201735735,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC400421,4184,0.24804177545691905,1915,0.55752412887295,0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0
PC400433,4185,0.6081735425140422,5163,0.290229788709179,0,0.0,0.0,0.0,0.0,0.0,128.8,0.0,0.0,0.0
PC400509,4186,0.7376283846872083,2142,0.0003657251344869,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC400528,4187,0.6595744680851063,1269,0.0039020787581061,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC400756,4188,0.4540540540540541,1110,0.0072406330145895,0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC400800,4189,0.2970484061393152,8470,0.363606507446806,0,15.8,0.0,0.0,0.0,15.8,40.0,0.0,0.0,0.0
PC400927,4190,0.5016223231667748,1541,0.908286153148475,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC400937,4191,0.47702407002188185,1371,0.696705773961883,0,99.4,177.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC401022,4192,0.4996405463695183,1391,0.0334700173520939,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC401062,4193,0.5978260869565217,1104,0.0003198682097718,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.9,0.0
PC401143,4194,0.3654223968565815,1527,0.0477176589089901,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC401542,4195,0.676289716433208,11708,0.0004474679431454,1,0.0,0.0,0.0,0.0,0.0,586.1999999999999,0.0,711.9,179.5
PC401763,4196,0.578086164043082,4828,0.0478480358074891,1,0.0,0.0,0.0,0.0,0.0,235.20000000000002,16.4,0.0,0.0
PC401770,4197,0.41093366093366096,1628,0.502173667201539,1,0.0,0.0,0.0,0.0,0.0,27.3,0.0,0.0,0.0
PC401855,4198,0.3485244676877101,5354,0.109243896522315,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.1
PC401900,4199,0.44251877527440786,1731,0.159357705636134,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,0.0
PC401952,4200,0.47217235188509876,1671,0.0398820429585566,0,0.0,0.0,68.6,0.0,0.0,0.0,0.0,0.0,0.0
